ekatte,shared_grounds_parent,shared_grounds_children,t_v_m,name,oblast,obstina,kmetstvo,kind,category,altitude,document,tsb,abc,area
15271,,,с.,Говедаре,PAZ,PAZ19,PAZ19-07,3,5,4,1928,S,1035,14798
15285,,,с.,Говедарци,SFO,SFO39,SFO39-04,3,5,8,1928,SW,1036,124474
15299,,,с.,Говежда,MON,MON14,MON14-04,3,7,5,1928,NW,1037,27110
15309,,,гр.,Годеч,SFO,SFO09,SFO09-00,1,4,7,1928,SW,1038,56305
15312,,,с.,Годешево,BLG,BLG42,BLG42-04,3,6,7,1928,SW,1039,11456
15326,,,с.,Годлево,BLG,BLG37,BLG37-03,3,6,7,1928,SW,1040,28718
15331,,,с.,Гоз,PER,PER08,PER08-00,3,8,7,1928,SW,1041,12271
15343,00597,,с.,Гоздевица,SML,SML31,SML31-01,3,8,8,1928,S,1042,0
15357,21261,,с.,Гоздейка,GAB,GAB12,GAB12-00,3,8,5,1928,N,1043,0
15374,,,с.,Голак,SFO,SFO25,SFO25-00,3,8,7,1928,SW,1044,23398
15391,04460,,с.,Големани,VTR,VTR13,VTR13-00,3,8,5,1928,N,1048,0
15401,,12913 46855 51175 ,с.,Големаните,VTR,VTR04,VTR04-00,3,8,5,1928,N,1049,12069
15415,,,с.,Големаново,VID,VID22,VID22-01,3,7,5,1928,NW,1050,44211
15429,,24949,с.,Големанци,HKV,HKV34,HKV34-06,3,6,4,1928,S,1051,20700
15432,,,с.,Голема Раковица,SFO,SFO17,SFO17-03,3,6,6,1928,SW,1046,72065
15446,,,с.,Голема Фуча,KNL,KNL04,KNL04-00,3,8,7,1928,SW,1047,14963
15457,,,с.,Голям Върбовник,KNL,KNL04,KNL04-05,3,7,6,1928,SW,1065,12875
15463,32319,,с.,Големи Българени,GAB,GAB12,GAB12-00,3,8,6,1928,N,1052,0
15480,81058,,с.,Големи Станчовци,GAB,GAB35,GAB35-00,3,8,6,1928,N,1053,0
15494,,,с.,Големо Бабино,VRC,VRC21,VRC21-05,3,7,3,1928,NW,1054,10809
15504,,,с.,Големо Бучино,PER,PER32,PER32-05,3,6,7,1928,SW,1055,17974
15518,,,с.,Големо Малово,SFO,SFO16,SFO16-05,3,7,7,1928,SW,1056,23676
15521,,,с.,Голямо Пещене,VRC,VRC10,VRC10-06,3,7,3,1928,NW,1091,32334
15535,,,с.,Големо село,KNL,KNL04,KNL04-06,3,6,6,1928,SW,1057,15124
15549,,,с.,Голем Цалим,BLG,BLG40,BLG40-00,3,8,7,1928,SW,1045,7848
15552,,,с.,Голец,LOV,LOV36,LOV36-08,3,7,5,1928,NW,1058,41590
15566,,,с.,Голеш,SLS,SLS15,SLS15-02,3,6,3,1928,N,1059,39728
15572,,,с.,Голеш,SFO,SFO09,SFO09-00,3,8,7,1928,SW,1060,15468
15583,,,с.,Голешово,BLG,BLG40,BLG40-00,3,8,7,1928,SW,1061,68367
15597,,,с.,Голица,VAR,VAR13,VAR13-04,3,6,4,1928,NE,1062,48822
15607,,,с.,Голобрад,KRZ,KRZ02,KRZ02-05,3,7,6,1928,S,1063,3547
15610,,,с.,Голобрадово,HKV,HKV30,HKV30-06,3,8,4,1928,S,1064,2173
15638,,,с.,Гълъбово,BLG,BLG02,BLG02-00,3,8,8,1928,SW,1308,4471
15641,,47342,с.,Голяма бара,KRZ,KRZ16,KRZ16-00,3,8,5,1928,S,1075,1533
15655,,,с.,Голяма Брестница,LOV,LOV38,LOV38-03,3,7,5,1928,NW,1076,19202
15669,,,с.,Голяма вода,RAZ,RAZ29,RAZ29-04,3,7,4,1928,N,1077,9268
15698,,,с.,Голяма долина,HKV,HKV18,HKV18-00,3,8,4,1928,S,1078,3099
15703,,,с.,Голяма Желязна,LOV,LOV34,LOV34-07,3,6,5,1928,NW,1079,45657
15713,,,с.,Голяма Чинка,KRZ,KRZ15,KRZ15-05,3,7,5,1928,S,1080,7568
15727,,,с.,Голям Девесил,KRZ,KRZ15,KRZ15-06,3,7,5,1928,S,1066,5734
15730,,,с.,Голям Дервент,JAM,JAM07,JAM07-00,3,8,5,1928,SE,1067,46090
15744,,,с.,Голям дол,SZR,SZR04,SZR04-00,3,8,4,1928,SE,1068,13513
15758,,,с.,Голям извор,LOV,LOV33,LOV33-07,3,6,5,1928,NW,1069,32031
15761,,,с.,Голям извор,RAZ,RAZ29,RAZ29-05,3,7,5,1928,N,1070,34223
15775,,,с.,Голям извор,HKV,HKV30,HKV30-15,3,6,4,1928,S,1071,14833
15789,,,с.,Голям манастир,JAM,JAM25,JAM25-08,3,7,4,1928,SE,1072,43233
15792,,,с.,Голямо Асеново,HKV,HKV09,HKV09-06,3,7,3,1928,S,1081,20396
15802,03592,,с.,Голямо Белово,PAZ,PAZ04,PAZ04-02,3,6,5,1928,S,1082,0
15816,,,с.,Голямо Буково,BGS,BGS06,BGS06-00,3,8,3,1928,SE,1083,36320
15829,,,с.,Голямо Враново,RSE,RSE33,RSE33-04,3,5,1,1928,N,1084,26780
15833,,,с.,Голямо градище,TGV,TGV23,TGV23-01,3,5,5,1928,NE,1085,17924
15850,65752,,с.,Голямо Доляне,TGV,TGV02,TGV02-00,3,8,5,1928,NE,1086,0
15864,,,с.,Голямо Дряново,SZR,SZR12,SZR12-02,3,7,5,1928,SE,1087,12799
15878,,,с.,Голямо Каменяне,KRZ,KRZ15,KRZ15-07,3,7,5,1928,S,1088,15417
15881,,,с.,Голямо Крушево,JAM,JAM03,JAM03-03,3,7,4,1928,SE,1089,53258
15895,,,с.,Голямо ново,TGV,TGV35,TGV35-42,3,6,5,1928,NE,1090,20956
15919,,,с.,Голямо Соколово,TGV,TGV35,TGV35-10,3,6,4,1928,NE,1092,15291
15922,,,с.,Голямо църквище,TGV,TGV22,TGV22-43,3,7,5,1928,NE,1093,5162
15936,,,с.,Голямо Чочовени,SLV,SLV20,SLV20-12,3,7,5,1928,SE,1094,21448
15944,,,гр.,Шивачево,SLV,SLV24,SLV24-04,1,4,3,1928,SE,5176,78359
15953,,,с.,Голям Поровец,RAZ,RAZ14,RAZ14-04,3,6,4,1928,N,1073,22228
15967,,,с.,Подгорец,BGS,BGS18,BGS18-04,3,7,5,1928,SE,3656,7747
15970,,,с.,Голям чардак,PDV,PDV33,PDV33-01,3,6,4,1928,S,1074,24979
15984,,,с.,Голяновци,SFO,SFO26,SFO26-04,3,5,6,1928,SW,1095,5382
15998,,,с.,Гомотарци,VID,VID09,VID09-10,3,6,2,1928,NW,1096,23016
16002,,,с.,Горан,LOV,LOV18,LOV18-07,3,7,3,1928,NW,1097,19760
16016,61861,,с.,Горановци,VTR,VTR04,VTR04-00,3,8,6,1928,N,1098,0
16026,,,с.,Горановци,KNL,KNL29,KNL29-00,3,8,6,1928,SW,1099,20486
16033,,,с.,Гореме,BLG,BLG49,BLG49-00,3,8,7,1928,SW,1100,28200
16047,14235,,с.,Горен Еневец,VTR,VTR04,VTR04-00,3,8,5,1928,N,1101,0
16050,,,с.,Горен чифлик,VAR,VAR13,VAR13-05,3,5,1,1928,NE,1102,42228
16064,,,с.,Горица,BGS,BGS17,BGS17-05,3,6,2,1928,SE,1103,36395
16078,,,с.,Горица,VAR,VAR05,VAR05-00,3,8,3,1928,NE,1104,18263
16081,,,с.,Горица,TGV,TGV24,TGV24-00,3,7,5,1928,NE,1105,17783
16095,,,с.,Горичане,DOB,DOB29,DOB29-00,3,8,2,1928,NE,1107,24534
16105,,,с.,Горичево,RAZ,RAZ16,RAZ16-04,3,7,3,1928,N,1108,17033
16119,,,с.,Горна Бела речка,MON,MON12,MON12-00,3,8,5,1928,NW,1110,19975
16122,,,с.,Горна Бешовица,VRC,VRC27,VRC27-04,3,7,5,1928,NW,1111,18793
16136,,,с.,Горна Брезница,BLG,BLG28,BLG28-01,3,6,5,1928,SW,1113,68023
16141,,,с.,Горна Брестница,KNL,KNL29,KNL29-00,3,8,7,1928,SW,1114,7724
16153,,,с.,Горна Вереница,MON,MON29,MON29-09,3,7,5,1928,NW,1116,15772
16167,,,с.,Горна Врабча,PER,PER19,PER19-00,3,8,7,1928,SW,1117,12631
16170,,,с.,Горна Глоговица,PER,PER19,PER19-00,3,8,7,1928,SW,1118,13878
16184,,,с.,Септемврийци,MON,MON11,MON11-03,3,5,2,1928,NW,4245,46209
16198,,,с.,Горна Гращица,KNL,KNL29,KNL29-09,3,6,6,1928,SW,1119,12153
16208,,,с.,Горна Диканя,PER,PER36,PER36-05,3,7,7,1928,SW,1120,35004
16211,,,с.,Горна Златица,TGV,TGV02,TGV02-00,3,8,5,1928,NE,1122,9012
16225,,,с.,Горна Кабда,TGV,TGV35,TGV35-11,3,8,5,1928,NE,1123,6612
16239,,,с.,Горна Ковачица,MON,MON36,MON36-02,3,7,3,1928,NW,1124,12051
16242,,,с.,Горна Козница,KNL,KNL04,KNL04-00,3,7,5,1928,SW,1125,25401
16256,,,с.,Горна Кремена,VRC,VRC27,VRC27-05,3,6,5,1928,NW,1126,28371
16267,,,с.,Горна крепост,KRZ,KRZ16,KRZ16-08,3,7,5,1928,S,1127,5754
16273,,,с.,Горна Крушица,BLG,BLG49,BLG49-00,3,8,6,1928,SW,1128,19644
16287,,,с.,Горна кула,KRZ,KRZ15,KRZ15-08,3,7,5,1928,S,1129,11034
16290,,,с.,Горна Липница,VTR,VTR22,VTR22-06,3,7,3,1928,N,1130,37993
16300,,,с.,Горна Лука,MON,MON36,MON36-11,3,7,5,1928,NW,1131,26937
16314,,,с.,Горна Малина,SFO,SFO10,SFO10-00,3,4,6,1928,SW,1132,14064
16328,,,с.,Горна махала,PDV,PDV12,PDV12-03,3,7,4,1928,S,1133,12778
16331,,,с.,Горна Мелна,PER,PER51,PER51-00,3,8,8,1928,SW,1134,16877
16345,,,с.,Горна Митрополия,PVN,PVN10,PVN10-05,3,5,3,1928,NW,1135,44583
16359,,,гр.,Горна Оряховица,VTR,VTR06,VTR06-00,1,2,3,1928,N,1136,21108
16362,,,с.,Горна Рибница,BLG,BLG49,BLG49-00,3,8,7,1928,SW,1137,17345
16376,,,с.,Горна Росица,GAB,GAB29,GAB29-07,3,6,4,1928,N,1138,24650
16382,,,с.,Горна Секирна,PER,PER08,PER08-00,3,8,7,1928,SW,1139,14232
16393,,,с.,Горна Студена,VTR,VTR28,VTR28-05,3,6,3,1928,N,1140,38048
16403,,,с.,Горна Сушица,BLG,BLG40,BLG40-00,3,8,6,1928,SW,1141,30129
16417,61830,,с.,Горна Хаджийска,VTR,VTR14,VTR14-00,3,8,5,1928,N,1142,0
16420,,,с.,Горна Хубавка,TGV,TGV22,TGV22-10,3,7,5,1928,NE,1143,16225
16448,,,с.,Горни Богров,SOF,SOF46,SOF46-50,3,6,6,1928,SW,1144,15876
16451,,,с.,Горни Вадин,VRC,VRC31,VRC31-02,3,7,2,1928,NW,1145,27262
16479,12677,,с.,Горни Върпища,GAB,GAB12,GAB12-02,3,8,6,1928,N,1146,0
16496,,,с.,Горни Главанак,HKV,HKV18,HKV18-02,3,8,3,1928,S,1147,7436
16506,68823,,с.,Горни Дамяновци,GAB,GAB35,GAB35-00,3,8,6,1928,N,1148,0
16513,,,с.,Горни Домлян,PDV,PDV13,PDV13-07,3,6,5,1928,S,1149,11535
16523,61529,,с.,Горни Драгойча,GAB,GAB12,GAB12-00,3,8,5,1928,N,1150,0
16537,,,с.,Горни Дъбник,PVN,PVN11,PVN11-02,3,5,3,1928,NW,1151,41658
16540,,,с.,Горник,PVN,PVN37,PVN37-03,3,5,3,1928,NW,1163,23729
16554,,,с.,Горни Коритен,KNL,KNL50,KNL50-00,3,8,8,1928,SW,1152,14887
16568,23710,,с.,Горни край,VTR,VTR13,VTR13-00,3,8,6,1928,N,1153,0
16571,,,с.,Горни Лом,VID,VID37,VID37-02,3,6,5,1928,NW,1154,83565
16585,27526,,с.,Горни Маренци,GAB,GAB35,GAB35-04,3,8,7,1928,N,1155,0
16599,,,с.,Горни Окол,SFO,SFO39,SFO39-05,3,7,8,1928,SW,1156,125672
16609,27526,,с.,Горни Радковци,GAB,GAB35,GAB35-04,3,8,7,1928,N,1157,0
16612,,,с.,Горни Романци,PER,PER08,PER08-00,3,8,7,1928,SW,1158,8539
16626,48057,,с.,Горни Танчевци,VTR,VTR13,VTR13-00,3,8,6,1928,N,1159,0
16639,,,с.,Горни Цибър,MON,MON11,MON11-04,3,7,1,1928,NW,1160,33763
16643,56719,,с.,Горни Цоневци,GAB,GAB35,GAB35-04,3,8,6,1928,N,1161,0
16660,,,с.,Горни Юруци,KRZ,KRZ15,KRZ15-00,3,8,5,1928,S,1162,28650
16674,,,с.,Горно Абланово,RSE,RSE03,RSE03-04,3,6,3,1928,N,1164,64246
16688,,,с.,Горно Александрово,SLV,SLV20,SLV20-13,3,6,4,1928,SE,1165,34831
16691,,,с.,Горно Белево,SZR,SZR04,SZR04-03,3,7,3,1928,SE,1166,17934
16701,,,с.,Горно Ботево,SZR,SZR31,SZR31-09,3,6,3,1928,SE,1167,27025
16715,14218,,с.,Горнова могила,GAB,GAB05,GAB05-00,3,8,6,1928,N,1197,0
16729,,,с.,Горно Войводино,HKV,HKV34,HKV34-07,3,7,5,1928,S,1168,4982
16732,,22592,с.,Горно вършило,PAZ,PAZ29,PAZ29-00,3,8,6,1928,S,1169,31928
16754,,,с.,Горно Драглище,BLG,BLG37,BLG37-04,3,5,7,1928,SW,1170,30838
16763,,,с.,Горно Дряново,BLG,BLG13,BLG13-02,3,5,7,1928,SW,1171,11107
16780,,,с.,Горно Изворово,SZR,SZR12,SZR12-03,3,7,6,1928,SE,1172,24624
16794,,,с.,Горно Камарци,SFO,SFO10,SFO10-05,3,7,7,1928,SW,1173,31407
16804,,,с.,Горно Кобиле,KNL,KNL50,KNL50-00,3,8,7,1928,SW,1175,2590
16818,,,с.,Горно Козарево,TGV,TGV22,TGV22-44,3,7,6,1928,NE,1176,8034
16821,,,с.,Горно Къпиново,KRZ,KRZ14,KRZ14-04,3,6,6,1928,S,1178,15679
16835,,,с.,Горно Луково,HKV,HKV11,HKV11-05,3,8,4,1928,S,1179,12380
16849,,,с.,Горно Новково,TGV,TGV22,TGV22-12,3,7,5,1928,NE,1180,7213
16852,,,с.,Горно ново село,SZR,SZR04,SZR04-04,3,7,6,1928,SE,1181,36279
16866,,,с.,Горно Озирово,MON,MON12,MON12-02,3,7,5,1928,NW,1182,43666
16870,22753,,с.,Горно Осеново,BLG,BLG44,BLG44-03,3,8,6,1928,SW,1183,0
16883,,,с.,Горно Павликене,LOV,LOV18,LOV18-08,3,7,5,1928,NW,1184,37472
16897,,,с.,Горно Пещене,VRC,VRC10,VRC10-07,3,7,4,1928,NW,1185,25923
16907,,,с.,Горно поле,HKV,HKV18,HKV18-00,3,8,5,1928,S,1186,15835
16910,,,с.,Горно Прахово,KRZ,KRZ02,KRZ02-06,3,7,7,1928,S,1187,8191
16924,,,с.,Горно Сахране,SZR,SZR24,SZR24-05,3,5,5,1928,SE,1188,16795
16938,,,с.,Горно село,SFO,SFO16,SFO16-00,3,8,7,1928,SW,1189,4649
16941,,,с.,Горноселци,HKV,HKV11,HKV11-23,3,8,5,1928,S,1198,29783
16955,,,с.,Горнослав,PDV,PDV01,PDV01-00,3,8,6,1928,S,1199,11529
16969,,,с.,Горно Спанчево,BLG,BLG40,BLG40-00,3,8,5,1928,SW,1190,14863
16986,,,с.,Горно трапе,LOV,LOV34,LOV34-08,3,7,6,1928,NW,1191,7452
16995,,,с.,Горно Уйно,KNL,KNL29,KNL29-00,3,8,7,1928,SW,1192,27057
17004,,,с.,Горно Хърсово,BLG,BLG03,BLG03-00,3,8,7,1928,SW,1193,26442
17018,,,с.,Горно Церовене,MON,MON29,MON29-21,3,7,4,1928,NW,1194,23034
17035,,,с.,Горно Ябълково,BGS,BGS06,BGS06-00,3,8,5,1928,SE,1196,32178
17049,,,с.,Горово,BGS,BGS23,BGS23-23,3,8,3,1928,SE,1200,6404
17052,,27415,с.,Горово,SML,SML31,SML31-00,3,8,8,1928,S,1201,10599
17066,,,с.,Гороцвет,RAZ,RAZ17,RAZ17-04,3,7,5,1928,N,1202,18641
17077,,,с.,Горочевци,PER,PER51,PER51-00,3,8,7,1928,SW,1203,13538
17083,55261,,с.,Горска,VTR,VTR13,VTR13-00,3,8,5,1928,N,1204,0
17097,,,с.,Горска поляна,JAM,JAM03,JAM03-00,3,8,5,1928,SE,1205,41060
17107,,,с.,Горски горен Тръмбеш,VTR,VTR06,VTR06-02,3,7,5,1928,N,1206,14669
17124,,,с.,Горски долен Тръмбеш,VTR,VTR06,VTR06-03,3,7,3,1928,N,1207,12766
17138,,,с.,Горски извор,KRZ,KRZ14,KRZ14-05,3,7,5,1928,S,1208,15868
17141,,,с.,Горски извор,HKV,HKV09,HKV09-07,3,5,3,1928,S,1209,44379
17155,,,с.,Горски Сеновец,VTR,VTR31,VTR31-07,3,7,4,1928,N,1210,15378
17169,,,с.,Горско,HKV,HKV11,HKV11-07,3,8,5,1928,S,1211,6477
17172,,,с.,Горско Абланово,TGV,TGV23,TGV23-02,3,7,3,1928,NE,1212,32303
17186,,03258,с.,Горско Дюлево,KRZ,KRZ21,KRZ21-05,3,8,6,1928,S,1213,14946
17192,,,с.,Горско Калугерово,VTR,VTR32,VTR32-00,3,8,4,1928,N,1214,15317
17208,,,с.,Горско Косово,VTR,VTR32,VTR32-00,3,7,3,1928,N,1215,22858
17213,,,с.,Горско ново село,VTR,VTR14,VTR14-01,3,7,3,1928,N,1216,24276
17227,35273,,с.,Горско Писарево,VTR,VTR14,VTR14-04,3,8,6,1928,N,1217,0
17230,,,с.,Горско село,TGV,TGV22,TGV22-45,3,7,6,1928,NE,1218,9436
17244,,,с.,Горско Сливово,LOV,LOV17,LOV17-01,3,6,5,1928,NW,1219,70028
17258,,,с.,Горталово,PVN,PVN24,PVN24-07,3,7,4,1928,NW,1220,14399
17275,,,с.,Горун,DOB,DOB29,DOB29-00,3,8,2,1928,NE,1221,19558
17289,27632,,с.,Горунака,SFO,SFO18,SFO18-00,3,8,6,1928,SW,1222,0
17302,21885,,с.,Горчево,BLG,BLG33,BLG33-00,3,8,7,1928,SW,1223,0
17316,68823,,с.,Горяни,GAB,GAB35,GAB35-00,3,8,6,1928,N,1224,0
17323,,,с.,Господиново,VAR,VAR05,VAR05-02,3,7,3,1928,NE,1225,38606
17333,,,с.,Господиново,SLS,SLS15,SLS15-10,3,8,3,1928,N,1226,15385
17347,,,с.,Господинци,BLG,BLG11,BLG11-05,3,6,6,1928,SW,1227,13353
17350,,,с.,Гостилица,GAB,GAB12,GAB12-04,3,6,5,1928,N,1228,32404
17364,,,с.,Гостиля,PVN,PVN10,PVN10-16,3,7,2,1928,NW,1229,15624
17378,,,с.,Гостиня,LOV,LOV18,LOV18-00,3,7,4,1928,NW,1230,16492
17381,,,с.,Гостун,BLG,BLG01,BLG01-00,3,8,7,1928,SW,1231,52425
17395,,,гр.,Гоце Делчев,BLG,BLG11,BLG11-00,1,2,6,1928,SW,1232,21652
17405,,,с.,Градево,BLG,BLG44,BLG44-02,3,7,5,1928,SW,1233,97505
17419,,,с.,Градежница,LOV,LOV33,LOV33-08,3,5,5,1928,NW,1234,22804
17422,,,с.,Градец,VID,VID09,VID09-11,3,5,2,1928,NW,1235,43560
17436,,,с.,Градец,SLV,SLV11,SLV11-04,3,5,5,1928,SE,1236,46099
17449,,,с.,Градец,SFO,SFO26,SFO26-05,3,7,7,1928,SW,1237,27289
17453,,,с.,Градешница,VRC,VRC21,VRC21-06,3,6,3,1928,NW,1238,31118
17467,,,с.,Стефан Стамболово,VTR,VTR26,VTR26-02,3,7,3,1928,N,4521,22280
17470,,,с.,Градина,PVN,PVN11,PVN11-03,3,6,2,1928,NW,1239,12778
17484,,,с.,Градина,PDV,PDV23,PDV23-05,3,5,3,1928,S,1240,37275
17498,,,с.,Градина,RAZ,RAZ17,RAZ17-05,3,7,5,1928,N,1241,14654
17508,,,с.,Градинарово,VAR,VAR24,VAR24-05,3,6,2,1928,NE,1242,18690
17511,,,с.,Градини,DOB,DOB12,DOB12-00,3,8,3,1928,NE,1243,16205
17542,,,с.,Градище,GAB,GAB29,GAB29-08,3,7,5,1928,N,1245,26083
17556,,,с.,Градище,PVN,PVN16,PVN16-06,3,5,2,1928,NW,1246,38363
17573,,,с.,Градище,SHU,SHU30,SHU30-05,3,6,4,1928,NE,1247,23302
17587,,,с.,Градница,GAB,GAB29,GAB29-09,3,5,5,1928,N,1248,22652
17590,,,с.,Градница,DOB,DOB27,DOB27-08,3,7,4,1928,NE,1249,13788
17600,,,с.,Градско,SLV,SLV20,SLV20-14,3,6,6,1928,SE,1250,26611
17614,,,с.,Градсковски колиби,VID,VID03,VID03-00,3,8,5,1928,NW,1251,9291
17631,,,с.,Градът,SML,SML31,SML31-11,3,7,8,1928,S,1252,4256
17645,,,гр.,Грамада,VID,VID15,VID15-00,1,5,4,1928,NW,1253,65807
17659,,,с.,Грамаде,KNL,KNL48,KNL48-00,3,8,6,1928,SW,1254,6185
17676,53309,,с.,Грамаде,SML,SML27,SML27-04,3,7,7,1928,S,1255,0
17680,,,с.,Грамаждано,KNL,KNL29,KNL29-10,3,7,7,1928,SW,1256,6935
17693,,,с.,Граматиково,BGS,BGS12,BGS12-05,3,6,3,1928,SE,1257,85835
17703,38861,,с.,Граматици,VTR,VTR13,VTR13-00,3,8,5,1928,N,1258,0
17717,,,с.,Гранит,SZR,SZR04,SZR04-05,3,7,3,1928,SE,1259,32738
17720,,,с.,Гранитец,BGS,BGS06,BGS06-00,3,8,3,1928,SE,1260,13253
17734,,,с.,Гранитово,VID,VID01,VID01-00,3,8,5,1928,NW,1261,22820
17748,,,с.,Гранитово,JAM,JAM07,JAM07-05,3,6,3,1928,SE,1262,36401
17751,,,с.,Граница,KNL,KNL29,KNL29-11,3,6,6,1928,SW,1263,14300
17765,,,с.,Граничак,VID,VID01,VID01-00,3,8,6,1928,NW,1264,9426
17779,,,с.,Граничар,BGS,BGS06,BGS06-00,3,8,5,1928,SE,1265,25970
17782,,,с.,Граничар,DOB,DOB29,DOB29-05,3,7,1,1928,NE,1266,18498
17796,,,с.,Режанци,PER,PER08,PER08-00,3,8,7,1928,SW,4003,11730
17806,,,с.,Граф Игнатиево,PDV,PDV17,PDV17-04,3,5,3,1928,S,1267,28493
17823,,,с.,Грашево,PAZ,PAZ08,PAZ08-06,3,5,8,1928,S,1269,75558
17837,69345,,с.,Гращица,SML,SML31,SML31-00,3,8,8,1928,S,1270,0
17840,65752,,с.,Греевци,TGV,TGV02,TGV02-00,3,8,5,1928,NE,1271,0
17854,,,с.,Гривица,PVN,PVN24,PVN24-08,3,5,4,1928,NW,1272,35764
17868,,30911 62178 ,с.,Гривка,KRZ,KRZ15,KRZ15-10,3,8,5,1928,S,1273,7834
17871,,,с.,Гривяк,KRZ,KRZ14,KRZ14-06,3,7,6,1928,S,1274,2435
17885,,,с.,Григорево,SFO,SFO17,SFO17-04,3,6,6,1928,SW,1275,8532
17909,,,с.,Грозден,BGS,BGS23,BGS23-06,3,7,4,1928,SE,1276,13844
17912,,,с.,Гроздьово,VAR,VAR13,VAR13-06,3,5,1,1928,NE,1277,140349
17943,,,с.,Громшин,MON,MON04,MON04-04,3,6,2,1928,NW,1278,17426
17957,,,с.,Грохотно,SML,SML09,SML09-03,3,6,7,1928,S,1279,22373
17960,,,с.,Боздуганово,SZR,SZR27,SZR27-04,3,7,3,1928,SE,376,22980
17974,,,гр.,Средец,BGS,BGS06,BGS06-00,1,3,1,1928,SE,4438,63216
17988,,,с.,Груево,KRZ,KRZ21,KRZ21-06,3,5,5,1928,S,1280,10302
17991,,02631 03246 04488 10896 14324 32069 65680 65989 67996 81431 83034 ,с.,Гръблевци,GAB,GAB05,GAB05-00,3,8,5,1928,N,1281,14839
18006,,,с.,Грълска падина,SFO,SFO16,SFO16-00,3,8,6,1928,SW,1282,2634
18018,,,с.,Грънчарово,SLS,SLS10,SLS10-05,3,6,4,1928,N,1283,28876
18037,,,с.,Губеш,SFO,SFO09,SFO09-00,3,8,8,1928,SW,1284,23842
18040,,,с.,Губислав,SFO,SFO43,SFO43-00,3,8,8,1928,SW,1285,23208
18054,,15240,с.,Гугутка,HKV,HKV11,HKV11-04,3,8,3,1928,S,1286,25248
18068,00597,,с.,Гудевица,SML,SML31,SML31-01,3,8,8,1928,S,1287,0
18071,,,с.,Гулийка,KRZ,KRZ15,KRZ15-11,3,7,5,1928,S,1288,4300
18085,,,с.,Гулия,KRZ,KRZ15,KRZ15-58,3,8,5,1928,S,1289,5786
18099,,,гр.,Гулянци,PVN,PVN08,PVN08-00,1,4,1,1928,NW,1290,70079
18109,,,с.,Гумощник,LOV,LOV34,LOV34-09,3,7,5,1928,NW,1291,17645
18112,,,с.,Гурбановци,KNL,KNL29,KNL29-00,3,8,8,1928,SW,1292,5721
18126,,,с.,Гургулица,KRZ,KRZ21,KRZ21-07,3,8,5,1928,S,1293,25766
18133,,,с.,Гургулят,SFO,SFO45,SFO45-00,3,8,7,1928,SW,1294,10419
18143,,,с.,Гурково,SFO,SFO07,SFO07-03,3,7,5,1928,SW,1295,18915
18157,,,гр.,Гурково,SZR,SZR37,SZR37-00,1,4,5,1928,SE,1296,58323
18160,,06793,с.,Гурково,DOB,DOB03,DOB03-03,3,6,3,1928,NE,1297,55927
18174,,05027,с.,Гурмазово,SFO,SFO06,SFO06-01,3,5,6,1928,SW,1298,18942
18188,,,с.,Гусла,SHU,SHU18,SHU18-02,3,6,5,1928,NE,1299,8097
18191,,,с.,Гуслар,DOB,DOB27,DOB27-09,3,8,3,1928,NE,1300,14686
18201,,,с.,Гуцал,SFO,SFO39,SFO39-06,3,7,7,1928,SW,1301,31930
18215,,05668 35986 49299 55796 67533 ,с.,Гъбене,GAB,GAB05,GAB05-07,3,6,4,1928,N,1302,28492
18229,,,с.,Гълъбец,BGS,BGS17,BGS17-06,3,5,2,1928,SE,1303,13264
18232,,,с.,Гълъбец,HKV,HKV34,HKV34-08,3,6,5,1928,S,1304,8243
18259,,,с.,Гълъбинци,JAM,JAM25,JAM25-09,3,6,3,1928,SE,1305,38792
18263,,,с.,Гълъбник,PER,PER36,PER36-26,3,7,6,1928,SW,1306,22971
18277,,,с.,Гълъбово,PDV,PDV42,PDV42-01,3,7,6,1928,S,1309,16905
18280,,,гр.,Гълъбово,SZR,SZR07,SZR07-00,1,3,2,1928,SE,1310,59947
18294,,,с.,Гълъбовци,SFO,SFO45,SFO45-00,3,7,7,1928,SW,1311,18067
18304,,,с.,Гъмзово,VID,VID06,VID06-03,3,6,3,1928,NW,1312,22980
18318,,,с.,Гърбино,KNL,KNL29,KNL29-00,3,8,7,1928,SW,1313,15796
18321,,,с.,Гърбище,KRZ,KRZ02,KRZ02-07,3,7,7,1928,S,1314,14494
18335,83171,,с.,Гърдевци,VTR,VTR13,VTR13-00,3,8,5,1928,N,1315,0
18349,,,с.,Гърло,PER,PER08,PER08-00,3,8,7,1928,SW,1316,9188
18352,,,с.,Гърляно,KNL,KNL29,KNL29-12,3,6,7,1928,SW,1317,11851
18366,,,с.,Гърмен,BLG,BLG13,BLG13-00,3,4,6,1928,SW,1318,16232
18374,,,с.,Гърнати,SML,SML18,SML18-04,3,7,7,1928,S,1319,7875
18397,23947,,с.,Гърня,GAB,GAB12,GAB12-00,3,8,5,1928,N,1320,0
18407,,,с.,Гърчиново,TGV,TGV23,TGV23-03,3,6,3,1928,NE,1321,17778
18410,,,с.,Гъсково,KRZ,KRZ16,KRZ16-60,3,8,4,1928,S,1322,2583
18424,,72360,с.,Гьоврен,SML,SML09,SML09-04,3,6,8,1928,S,1323,29293
18455,,,с.,Гюешево,KNL,KNL29,KNL29-13,3,6,8,1928,SW,1324,17256
